Customer ID,Recency,Frequency,Monetary,Cluster,Cluster_name
13513.0,77,3,591.89,0,Новые
13514.0,64,3,663.7,0,Новые
13515.0,85,2,374.7,0,Новые
13516.0,53,1,295.85,0,Новые
13519.0,78,1,220.46,0,Новые
13520.0,7,8,3192.9,1,Лояльные
13523.0,2,2,1136.64,0,Новые
13526.0,374,4,942.6,3,Группа риска
13527.0,54,6,2386.28,1,Лояльные
13530.0,270,1,402.98,3,Группа риска
13531.0,2,5,1254.72,2,Обычные
13535.0,38,1,89.5,0,Новые
13537.0,61,2,717.85,0,Новые
13538.0,32,5,1831.88,2,Обычные
13539.0,56,5,925.42,2,Обычные
13540.0,103,3,632.39,0,Новые
13541.0,59,3,717.9,0,Новые
13543.0,270,2,1439.61,3,Группа риска
13544.0,47,5,529.09,2,Обычные
13545.0,26,3,347.35,0,Новые
13546.0,18,2,465.15,0,Новые
13547.0,44,1,175.53,0,Новые
13548.0,107,1,226.58,0,Новые
13549.0,23,1,87.6,0,Новые
13550.0,19,1,349.51,0,Новые
13551.0,302,1,152.39999999999998,3,Группа риска
13553.0,310,1,517.8,3,Группа риска
13554.0,16,10,1556.39,1,Лояльные
13556.0,65,2,200.82,0,Новые
13559.0,148,2,990.0,0,Новые
13561.0,33,10,1678.86,1,Лояльные
13562.0,37,5,3038.85,1,Лояльные
13565.0,47,1,174.57999999999998,0,Новые
13566.0,70,3,833.41,0,Новые
13567.0,64,5,1078.59,2,Обычные
13569.0,3,3,520.03,0,Новые
13573.0,15,4,622.07,0,Новые
13574.0,47,1,421.25,0,Новые
13577.0,18,9,1688.32,1,Лояльные
13578.0,45,1,147.66,0,Новые
13579.0,5,5,1068.8,2,Обычные
13580.0,42,1,107.75,0,Новые
13581.0,50,1,162.53,0,Новые
13582.0,25,2,241.68,0,Новые
13583.0,315,1,664.001,3,Группа риска
13584.0,134,4,204.75,0,Новые
13585.0,166,4,674.46,3,Группа риска
13586.0,177,1,131.53,3,Группа риска
13587.0,85,3,961.1,0,Новые
13589.0,85,4,741.09,2,Обычные
13591.0,71,5,964.06,2,Обычные
13593.0,23,10,3484.93,1,Лояльные
13594.0,121,2,111.45000000000002,0,Новые
13595.0,152,3,818.22,0,Новые
13597.0,24,3,372.21,0,Новые
13598.0,131,4,609.42,0,Новые
13600.0,270,1,298.9,3,Группа риска
13601.0,28,2,491.82,0,Новые
13602.0,17,3,596.28,0,Новые
13604.0,288,2,713.39,3,Группа риска
13605.0,23,2,522.67,0,Новые
13607.0,28,2,382.6,0,Новые
13608.0,176,1,236.2,3,Группа риска
13609.0,229,1,167.35,3,Группа риска
13610.0,23,8,1028.7,2,Обычные
13611.0,10,10,2122.83,1,Лояльные
13612.0,154,2,777.79,0,Новые
13613.0,88,5,1039.85,2,Обычные
13614.0,29,2,748.73,0,Новые
13616.0,204,2,288.1,3,Группа риска
13617.0,44,6,719.62,2,Обычные
13619.0,180,2,231.69,3,Группа риска
13620.0,164,1,112.34,3,Группа риска
13622.0,324,2,651.45,3,Группа риска
13623.0,16,8,1773.92,1,Лояльные
13624.0,17,2,427.18,0,Новые
13625.0,232,1,301.26,3,Группа риска
13626.0,10,2,432.26,0,Новые
13627.0,124,3,593.53,0,Новые
13628.0,312,1,310.14,3,Группа риска
13632.0,30,4,1517.68,2,Обычные
13634.0,10,12,2944.39,1,Лояльные
13635.0,73,5,1877.19,2,Обычные
13639.0,72,1,312.93,0,Новые
13640.0,247,1,405.0,3,Группа риска
13641.0,276,7,921.82,3,Группа риска
13642.0,68,4,147.17,0,Новые
13643.0,16,12,1592.73,1,Лояльные
13646.0,35,3,323.3,0,Новые
13647.0,130,4,1393.56,2,Обычные
13648.0,36,11,1679.01,1,Лояльные
13649.0,2,5,1332.28,2,Обычные
13650.0,10,9,1289.16,1,Лояльные
13651.0,17,2,114.75,0,Новые
13652.0,4,3,1475.77,2,Обычные
13653.0,123,1,152.2,0,Новые
13654.0,16,5,3600.67,1,Лояльные
13655.0,10,6,1326.33,2,Обычные
13656.0,94,5,673.7,2,Обычные
13658.0,19,6,3350.6,1,Лояльные
13660.0,31,2,303.69,0,Новые
13661.0,239,1,325.24,3,Группа риска
13662.0,21,10,1304.05,1,Лояльные
13663.0,16,5,1824.14,2,Обычные
13665.0,22,3,1711.66,2,Обычные
13666.0,56,2,43.25,0,Новые
13669.0,43,1,195.0,0,Новые
13671.0,30,1,194.95,0,Новые
13672.0,366,1,233.53000000000003,3,Группа риска
13674.0,65,2,215.88,0,Новые
13676.0,175,3,153.15,3,Группа риска
13677.0,40,2,556.1899999999999,0,Новые
13679.0,129,3,281.26,0,Новые
13683.0,93,1,258.6,0,Новые
13684.0,26,4,482.29,0,Новые
13686.0,16,2,337.04,0,Новые
13688.0,271,1,375.5,3,Группа риска
13689.0,80,1,349.5,0,Новые
13691.0,32,1,212.78,0,Новые
13692.0,36,3,1549.58,2,Обычные
13693.0,10,11,1980.32,1,Лояльные
13695.0,213,1,266.6,3,Группа риска
13696.0,57,4,2008.7,2,Обычные
13698.0,232,2,465.53,3,Группа риска
13699.0,183,2,402.82,3,Группа риска
13700.0,53,4,321.09,0,Новые
13701.0,73,2,159.55,0,Новые
13702.0,81,1,135.18,0,Новые
13703.0,49,2,8.881784197001252e-16,0,Новые
13705.0,9,5,1323.47,2,Обычные
13706.0,262,1,300.38,3,Группа риска
13707.0,65,3,2559.45,2,Обычные
13709.0,82,5,1263.7,2,Обычные
13710.0,59,2,329.04,0,Новые
13711.0,42,13,1380.55,1,Лояльные
13712.0,246,1,537.58,3,Группа риска
13713.0,44,3,743.26,0,Новые
13714.0,101,1,161.35,0,Новые
13717.0,88,4,315.79,0,Новые
13719.0,29,6,1773.57,2,Обычные
13721.0,31,1,217.4,0,Новые
13722.0,56,7,3260.0,1,Лояльные
13723.0,28,5,1009.35,2,Обычные
13724.0,273,1,213.01,3,Группа риска
13727.0,247,7,733.82,3,Группа риска
13728.0,23,10,1839.03,1,Лояльные
13729.0,71,5,676.4300000000001,2,Обычные
13733.0,46,3,484.53,0,Новые
13734.0,144,6,3451.2900000000004,1,Лояльные
13736.0,61,9,1991.01,1,Лояльные
13738.0,32,1,440.93,0,Новые
13739.0,163,1,75.3,3,Группа риска
13740.0,51,4,1247.02,2,Обычные
13745.0,177,2,469.73,3,Группа риска
13746.0,49,1,176.69,0,Новые
13747.0,9,2,169.79999999999998,0,Новые
13748.0,9,5,1320.1,2,Обычные
13750.0,10,8,1916.34,1,Лояльные
13752.0,163,1,404.4500000000001,3,Группа риска
13753.0,234,3,1353.31,3,Группа риска
13754.0,73,1,164.45000000000002,0,Новые
13757.0,310,1,195.55,3,Группа риска
13760.0,40,4,1071.85,2,Обычные
13761.0,138,4,881.52,2,Обычные
13762.0,229,4,2165.76,2,Обычные
13763.0,24,3,3492.53,1,Лояльные
13764.0,205,3,1431.5,3,Группа риска
13765.0,289,1,352.821,3,Группа риска
13766.0,131,1,190.35,0,Новые
13768.0,199,8,758.07,2,Обычные
13770.0,58,4,785.37,2,Обычные
13771.0,169,5,3094.37,1,Лояльные
13772.0,31,6,1962.59,2,Обычные
13773.0,32,2,301.54,0,Новые
13775.0,226,1,1049.66,3,Группа риска
13778.0,127,4,937.84,2,Обычные
13779.0,151,1,161.13,3,Группа риска
13780.0,43,1,375.81,0,Новые
13781.0,228,3,643.04,3,Группа риска
13782.0,89,8,873.77,2,Обычные
13783.0,123,4,1542.09,2,Обычные
13784.0,70,4,434.39,0,Новые
13785.0,64,4,542.49,0,Новые
13786.0,3,8,2506.01,1,Лояльные
13787.0,92,7,864.66,2,Обычные
13788.0,141,1,3.75,0,Новые
13789.0,24,1,239.46,0,Новые
13792.0,58,1,188.4,0,Новые
13793.0,282,1,96.0,3,Группа риска
13794.0,182,1,126.03,3,Группа риска
13795.0,24,4,836.3,2,Обычные
13796.0,135,1,289.7,0,Новые
13797.0,72,4,1168.45,2,Обычные
13799.0,73,11,1350.96,1,Лояльные
13800.0,66,2,1121.24,0,Новые
13803.0,67,3,1042.04,2,Обычные
13804.0,71,2,572.73,0,Новые
13807.0,3,4,397.3,0,Новые
13809.0,30,2,524.65,0,Новые
13813.0,157,7,1333.01,2,Обычные
13814.0,149,2,676.95,0,Новые
13815.0,32,5,3270.88,1,Лояльные
13818.0,65,1,61.28,0,Новые
13819.0,305,4,1490.75,3,Группа риска
13820.0,54,5,640.4,2,Обычные
13821.0,28,5,1001.39,2,Обычные
13823.0,15,6,2400.89,1,Лояльные
13824.0,15,9,1574.42,1,Лояльные
13825.0,257,2,255.59,3,Группа риска
13829.0,57,1,102.0,0,Новые
13830.0,210,2,135.95000000000002,3,Группа риска
13832.0,58,1,561.49,0,Новые
13833.0,40,1,316.56,0,Новые
13834.0,212,3,247.89,3,Группа риска
13835.0,155,4,210.25,0,Новые
13836.0,35,3,602.52,0,Новые
13838.0,5,7,1274.36,2,Обычные
13839.0,122,1,139.95000000000002,0,Новые
13840.0,52,1,651.4,0,Новые
13842.0,2,11,2219.34,1,Лояльные
13843.0,17,1,319.75,0,Новые
13846.0,35,1,442.73,0,Новые
13847.0,355,1,310.72,3,Группа риска
13848.0,2,6,2080.0,1,Лояльные
13849.0,33,4,1905.85,2,Обычные
13851.0,15,6,1865.3,2,Обычные
13852.0,242,2,170.45000000000002,3,Группа риска
13855.0,136,5,1253.94,2,Обычные
13856.0,99,10,695.48,2,Обычные
13857.0,29,7,997.11,2,Обычные
13859.0,165,1,314.7,3,Группа риска
13861.0,65,3,251.31,0,Новые
13862.0,25,1,346.73,0,Новые
13863.0,84,4,918.07,2,Обычные
13864.0,22,1,662.4000000000001,0,Новые
13870.0,16,8,2938.59,1,Лояльные
13871.0,60,7,1415.15,2,Обычные
13872.0,149,6,891.32,2,Обычные
13873.0,19,5,649.32,2,Обычные
13874.0,140,9,1448.75,1,Лояльные
13875.0,23,9,3027.58,1,Лояльные
13877.0,100,4,329.09,0,Новые
13878.0,183,3,1191.53,3,Группа риска
13879.0,281,1,395.5,3,Группа риска
13880.0,3,5,1171.89,2,Обычные
13884.0,12,8,1071.08,2,Обычные
13888.0,40,5,1563.42,2,Обычные
13889.0,18,7,1438.8300000000002,2,Обычные
13890.0,10,8,997.87,2,Обычные
13891.0,14,3,863.5600000000001,0,Новые
13892.0,113,2,634.68,0,Новые
13895.0,142,3,1335.5,2,Обычные
13896.0,261,1,388.55,3,Группа риска
13897.0,74,2,849.56,0,Новые
13898.0,47,1,530.47,0,Новые
13900.0,16,4,867.14,2,Обычные
13903.0,36,1,165.45000000000002,0,Новые
13905.0,207,3,244.45,3,Группа риска
13906.0,45,1,42.0,0,Новые
13907.0,327,1,136.8,3,Группа риска
13909.0,59,2,286.6,0,Новые
13911.0,15,13,1619.13,1,Лояльные
13912.0,59,1,124.95,0,Новые
13913.0,142,1,42.22,0,Новые
13915.0,30,2,31.200000000000003,0,Новые
13916.0,99,5,1260.51,2,Обычные
13919.0,60,2,975.87,0,Новые
13920.0,67,5,1734.88,2,Обычные
13921.0,35,5,720.75,2,Обычные
13922.0,53,4,652.45,0,Новые
13927.0,49,2,340.97,0,Новые
13929.0,52,11,2515.25,1,Лояльные
13936.0,18,2,563.08,0,Новые
13937.0,32,2,708.53,0,Новые
13939.0,64,6,976.91,2,Обычные
13942.0,170,1,320.0,3,Группа риска
13943.0,213,1,246.54,3,Группа риска
13944.0,289,1,200.43,3,Группа риска
13945.0,30,2,854.15,0,Новые
13946.0,12,4,1183.86,2,Обычные
13948.0,47,4,434.86,0,Новые
13953.0,45,5,3125.0,1,Лояльные
13955.0,11,1,222.21,0,Новые
13957.0,53,3,458.25,0,Новые
13959.0,35,3,477.98,0,Новые
13961.0,21,2,498.7,0,Новые
13962.0,71,1,193.25,0,Новые
13964.0,23,3,421.9,0,Новые
13965.0,91,5,777.6600000000001,2,Обычные
13966.0,71,1,390.86,0,Новые
13967.0,32,1,85.6,0,Новые
13968.0,59,1,123.66,0,Новые
13970.0,22,2,846.55,0,Новые
13971.0,53,7,1891.61,1,Лояльные
13974.0,213,3,249.93,3,Группа риска
13975.0,29,7,2824.06,1,Лояльные
13976.0,142,3,834.38,0,Новые
13977.0,47,1,519.8100000000001,0,Новые
13979.0,29,10,2456.96,1,Лояльные
13980.0,73,8,552.98,2,Обычные
13981.0,36,2,327.39,0,Новые
13982.0,1,9,2557.68,1,Лояльные
13984.0,2,8,1128.09,2,Обычные
13985.0,10,8,2957.78,1,Лояльные
13987.0,15,2,682.54,0,Новые
13988.0,19,2,609.84,0,Новые
13989.0,100,3,759.98,0,Новые
13992.0,16,2,142.7,0,Новые
13993.0,15,12,3280.7000000000003,1,Лояльные
13995.0,15,12,2452.77,1,Лояльные
13996.0,22,2,895.76,0,Новые
13997.0,155,3,382.31,3,Группа риска
13998.0,82,3,566.7,0,Новые
14000.0,50,6,1243.88,2,Обычные
14001.0,9,7,2487.01,1,Лояльные
14003.0,368,1,209.41,3,Группа риска
14004.0,29,4,1675.81,2,Обычные
14006.0,164,4,1234.48,2,Обычные
14007.0,148,1,79.48,0,Новые
14008.0,11,2,493.74,0,Новые
14009.0,98,1,404.3,0,Новые
14010.0,201,3,288.1,3,Группа риска
14011.0,116,3,451.92,0,Новые
14013.0,16,3,533.2,0,Новые
14014.0,12,2,1443.03,2,Обычные
14017.0,207,1,229.75,3,Группа риска
14018.0,281,1,367.15,3,Группа риска
14020.0,112,3,570.46,0,Новые
14021.0,10,4,1084.68,2,Обычные
14022.0,122,1,352.15000000000003,0,Новые
14024.0,26,1,318.04,0,Новые
14026.0,106,2,713.11,0,Новые
14028.0,134,5,3175.5,1,Лояльные
14032.0,2,8,1856.23,1,Лояльные
14033.0,191,1,109.44,3,Группа риска
14035.0,42,6,1424.45,2,Обычные
14037.0,114,5,608.75,2,Обычные
14038.0,24,4,1446.45,2,Обычные
14039.0,211,1,115.08,3,Группа риска
14042.0,361,1,431.98,3,Группа риска
14043.0,127,3,301.3,0,Новые
14044.0,54,7,2453.33,1,Лояльные
14048.0,18,2,338.76,0,Новые
14052.0,26,1,255.45,0,Новые
14053.0,33,2,312.05,0,Новые
14055.0,213,2,795.3199999999999,3,Группа риска
14057.0,17,5,2190.88,2,Обычные
14058.0,98,2,469.19,0,Новые
14061.0,143,3,917.43,0,Новые
14065.0,25,4,889.37,2,Обычные
14068.0,232,4,1239.12,3,Группа риска
14069.0,150,2,230.06,0,Новые
14070.0,320,1,326.55,3,Группа риска
14072.0,302,1,390.85,3,Группа риска
14074.0,259,1,219.4,3,Группа риска
14075.0,39,3,792.61,0,Новые
14077.0,31,1,115.66,0,Новые
14078.0,9,4,643.26,0,Новые
14079.0,318,1,243.63,3,Группа риска
14080.0,49,5,1030.13,2,Обычные
14082.0,28,1,231.11,0,Новые
14083.0,7,3,388.83,0,Новые
14084.0,148,1,150.5,0,Новые
14086.0,98,1,39.95,0,Новые
14087.0,40,3,621.8,0,Новые
14092.0,8,11,3146.64,1,Лояльные
14094.0,75,2,334.27,0,Новые
14095.0,358,1,2.95,3,Группа риска
14097.0,117,2,422.86,0,Новые
14099.0,11,10,2607.54,1,Лояльные
14104.0,25,3,555.37,0,Новые
14106.0,373,1,214.8,3,Группа риска
14107.0,73,5,2165.2200000000003,2,Обычные
14108.0,367,2,447.05,3,Группа риска
14114.0,31,5,977.56,2,Обычные
14115.0,137,2,622.6700000000001,0,Новые
14118.0,64,1,458.45,0,Новые
14119.0,11,2,183.37,0,Новые
14122.0,30,5,309.77,0,Новые
14123.0,369,1,436.18,3,Группа риска
14126.0,80,1,466.33,0,Новые
14127.0,16,3,1190.37,2,Обычные
14128.0,179,2,271.86,3,Группа риска
14129.0,35,4,1467.48,2,Обычные
14130.0,11,3,1398.81,2,Обычные
14131.0,284,1,187.87,3,Группа риска
14133.0,369,1,305.5,3,Группа риска
14136.0,36,7,1553.96,2,Обычные
14137.0,317,2,294.1,3,Группа риска
14139.0,126,3,670.98,0,Новые
14142.0,9,4,655.94,0,Новые
14144.0,122,1,30.6,0,Новые
14147.0,24,9,1550.9,1,Лояльные
14148.0,50,1,309.09000000000003,0,Новые
14151.0,309,3,666.7,3,Группа риска
14152.0,23,6,1364.35,2,Обычные
14153.0,119,1,233.4,0,Новые
14157.0,25,3,569.9,0,Новые
14159.0,15,11,2893.58,1,Лояльные
14161.0,5,5,2208.36,2,Обычные
14163.0,98,1,148.71,0,Новые
14166.0,141,2,256.85,0,Новые
14167.0,100,4,721.65,2,Обычные
14168.0,56,3,305.9,0,Новые
14169.0,66,2,624.4300000000001,0,Новые
14170.0,11,3,597.33,0,Новые
14171.0,366,1,135.0,3,Группа риска
14172.0,241,4,389.97,3,Группа риска
14173.0,277,3,116.11,3,Группа риска
14176.0,3,2,339.11,0,Новые
14177.0,17,9,1669.93,1,Лояльные
14180.0,8,12,1469.98,1,Лояльные
14181.0,46,2,310.55,0,Новые
14182.0,79,5,660.07,2,Обычные
14183.0,47,2,286.29,0,Новые
14186.0,63,5,1550.63,2,Обычные
14187.0,109,1,123.5,0,Новые
14189.0,4,2,1160.31,0,Новые
14190.0,302,1,79.9,3,Группа риска
14191.0,30,3,53.4,0,Новые
14192.0,24,1,293.74,0,Новые
14193.0,32,1,356.8,0,Новые
14195.0,71,7,1418.54,2,Обычные
14197.0,46,1,390.05,0,Новые
14198.0,36,6,864.08,2,Обычные
14199.0,36,5,731.0999999999999,2,Обычные
14200.0,253,1,379.2,3,Группа риска
14201.0,45,3,446.1,0,Новые
14202.0,17,3,847.76,0,Новые
14203.0,33,1,339.34,0,Новые
14204.0,58,3,901.93,0,Новые
14205.0,1,9,1689.6,1,Лояльные
14206.0,16,3,836.9499999999999,0,Новые
14207.0,323,1,157.8,3,Группа риска
14208.0,187,1,415.31,3,Группа риска
14209.0,21,12,2870.24,1,Лояльные
14211.0,47,13,2093.39,1,Лояльные
14212.0,81,1,1119.66,0,Новые
14215.0,4,4,1626.61,2,Обычные
14216.0,45,2,303.09,0,Новые
14217.0,1,11,1281.51,1,Лояльные
14219.0,45,2,543.89,0,Новые
14220.0,203,2,882.5999999999999,3,Группа риска
14221.0,85,9,3078.74,1,Лояльные
14224.0,26,5,847.78,2,Обычные
14225.0,70,5,2015.12,2,Обычные
14226.0,71,2,766.14,0,Новые
14227.0,50,7,3011.6,1,Лояльные
14228.0,73,3,745.5,0,Новые
14229.0,39,6,1018.39,2,Обычные
14230.0,71,3,979.8,0,Новые
14231.0,86,1,309.91,0,Новые
14233.0,10,5,1319.45,2,Обычные
14235.0,134,4,1573.13,2,Обычные
14236.0,8,6,1241.88,2,Обычные
14237.0,9,3,466.04,0,Новые
14238.0,298,2,287.38,3,Группа риска
14239.0,67,11,1880.22,1,Лояльные
14240.0,59,1,357.15,0,Новые
14241.0,332,1,120.0,3,Группа риска
14244.0,295,2,354.82,3,Группа риска
14247.0,40,5,632.9399999999999,2,Обычные
14248.0,95,2,730.37,0,Новые
14252.0,17,1,350.99,0,Новые
14253.0,129,2,363.4,0,Новые
14254.0,68,1,601.03,0,Новые
14256.0,127,6,1462.28,2,Обычные
14257.0,16,4,2854.73,1,Лояльные
14260.0,107,3,824.28,0,Новые
14263.0,59,1,322.93,0,Новые
14264.0,8,6,1141.89,2,Обычные
14265.0,100,2,843.17,0,Новые
14266.0,64,1,40.56,0,Новые
14268.0,106,1,354.85,0,Новые
14269.0,71,2,261.68,0,Новые
14271.0,45,1,106.81,0,Новые
14272.0,198,2,482.85,3,Группа риска
14274.0,322,1,256.6,3,Группа риска
14275.0,31,6,1189.38,2,Обычные
14276.0,36,8,909.93,2,Обычные
14277.0,47,10,367.4699999999999,2,Обычные
14278.0,45,1,205.83,0,Новые
14279.0,156,2,191.86,3,Группа риска
14281.0,44,1,245.15,0,Новые
14283.0,99,4,628.4399999999999,0,Новые
14284.0,289,1,704.4,3,Группа риска
14285.0,149,5,1248.63,2,Обычные
14290.0,49,8,1901.48,1,Лояльные
14293.0,4,7,2127.77,1,Лояльные
14294.0,43,1,375.34,0,Новые
14295.0,74,6,2161.36,1,Лояльные
14296.0,49,3,448.45,0,Новые
14301.0,45,5,1324.19,2,Обычные
14302.0,66,3,742.9000000000001,0,Новые
14303.0,43,2,277.94,0,Новые
14304.0,15,3,1326.71,2,Обычные
14306.0,14,4,1058.0800000000002,2,Обычные
14307.0,9,6,2067.36,1,Лояльные
14309.0,49,2,1428.28,2,Обычные
14310.0,68,1,492.1,0,Новые
14311.0,203,1,206.19,3,Группа риска
14312.0,14,5,1478.7,2,Обычные
14314.0,49,2,101.9,0,Новые
14315.0,169,3,711.74,3,Группа риска
14316.0,58,6,1355.34,2,Обычные
14318.0,96,1,158.02,0,Новые
14319.0,60,2,476.9500000000001,0,Новые
14320.0,182,4,861.01,3,Группа риска
14321.0,64,3,667.83,0,Новые
14322.0,63,6,384.3,2,Обычные
14324.0,45,2,701.61,0,Новые
14325.0,205,1,245.48,3,Группа риска
14326.0,99,2,757.13,0,Новые
14327.0,18,5,1583.28,2,Обычные
14330.0,259,1,200.63,3,Группа риска
14332.0,17,2,1077.2,0,Новые
14334.0,61,5,1753.52,2,Обычные
14338.0,172,1,339.88,3,Группа риска
14339.0,64,1,310.75,0,Новые
14341.0,56,11,2277.09,1,Лояльные
14342.0,68,3,235.03,0,Новые
14343.0,57,4,1088.91,2,Обычные
14346.0,61,3,1294.17,2,Обычные
14347.0,372,1,82.6,3,Группа риска
14350.0,16,2,689.1,0,Новые
14353.0,46,2,285.9,0,Новые
14355.0,1,3,840.0500000000001,0,Новые
14358.0,25,3,384.3,0,Новые
14361.0,214,1,214.71,3,Группа риска
14363.0,38,2,227.47000000000003,0,Новые
14365.0,30,2,634.68,0,Новые
14366.0,161,1,136.0,3,Группа риска
14369.0,278,2,469.13,3,Группа риска
14370.0,86,9,1092.13,2,Обычные
14372.0,79,3,830.1800000000001,0,Новые
14374.0,177,1,108.0,3,Группа риска
14375.0,86,2,875.31,0,Новые
14376.0,319,1,215.46,3,Группа риска
14378.0,257,1,131.25,3,Группа риска
14379.0,29,2,920.81,0,Новые
14381.0,87,1,428.66,0,Новые
14382.0,26,2,614.78,0,Новые
14384.0,136,1,58.5,0,Новые
14388.0,2,12,3417.26,1,Лояльные
14389.0,60,6,821.35,2,Обычные
14390.0,8,7,1730.86,2,Обычные
14391.0,212,1,135.6,3,Группа риска
14392.0,68,1,266.4,0,Новые
14394.0,200,1,93.8,3,Группа риска
14396.0,7,6,1633.94,2,Обычные
14398.0,37,2,707.79,0,Новые
14399.0,30,9,2098.16,1,Лояльные
14400.0,36,3,1143.3,2,Обычные
14401.0,60,11,2663.42,1,Лояльные
14402.0,288,1,285.6,3,Группа риска
14403.0,219,4,396.45,3,Группа риска
14404.0,5,9,1365.39,1,Лояльные
14405.0,22,1,195.0,0,Новые
14408.0,107,4,1503.2400000000002,2,Обычные
14409.0,4,6,1545.44,2,Обычные
14410.0,12,2,1546.07,2,Обычные
14412.0,60,1,656.16,0,Новые
14413.0,46,3,647.67,0,Новые
14414.0,10,1,902.35,0,Новые
14417.0,23,1,604.2,0,Новые
14419.0,18,1,202.85,0,Новые
14420.0,32,5,1241.85,2,Обычные
14421.0,148,5,1643.51,2,Обычные
14423.0,60,3,649.76,0,Новые
14425.0,63,5,635.89,2,Обычные
14427.0,130,2,900.1800000000001,0,Новые
14429.0,39,1,516.28,0,Новые
14430.0,147,5,956.4,2,Обычные
14431.0,15,3,2143.84,2,Обычные
14433.0,101,1,289.6,0,Новые
14435.0,137,1,90.42,0,Новые
14436.0,189,1,182.64,3,Группа риска
14437.0,1,6,873.34,2,Обычные
14441.0,1,10,2816.45,1,Лояльные
14442.0,50,7,3727.4,1,Лояльные
14443.0,4,4,950.7,2,Обычные
14444.0,92,1,132.04,0,Новые
14445.0,91,1,221.65,0,Новые
14446.0,22,1,201.73,0,Новые
14447.0,36,1,548.5,0,Новые
14449.0,8,5,1575.7,2,Обычные
14450.0,15,4,645.19,0,Новые
14452.0,31,2,401.15,0,Новые
14454.0,12,6,970.7,2,Обычные
14455.0,68,5,594.86,2,Обычные
14458.0,16,1,237.42,0,Новые
14459.0,169,2,3501.221,1,Лояльные
14460.0,32,8,536.26,2,Обычные
14462.0,68,1,265.99,0,Новые
14463.0,135,1,256.95,0,Новые
14464.0,204,2,111.0,3,Группа риска
14465.0,64,8,2887.4100000000003,1,Лояльные
14466.0,8,7,2374.5,1,Лояльные
14467.0,25,8,1622.23,1,Лояльные
14468.0,369,1,204.24,3,Группа риска
14469.0,52,4,2112.21,2,Обычные
14470.0,66,1,250.85,0,Новые
14471.0,227,2,400.95,3,Группа риска
14472.0,325,1,291.38,3,Группа риска
14474.0,215,1,730.42,3,Группа риска
14475.0,44,1,225.3,0,Новые
14477.0,72,5,652.8,2,Обычные
14478.0,18,4,1276.66,2,Обычные
14479.0,1,3,982.86,2,Обычные
14480.0,38,4,1016.22,2,Обычные
14481.0,43,4,1298.81,2,Обычные
14482.0,15,8,2124.1,1,Лояльные
14483.0,372,1,120.0,3,Группа риска
14484.0,37,3,749.0600000000001,0,Новые
14486.0,147,2,175.5,0,Новые
14487.0,4,3,244.53,0,Новые
14489.0,73,3,1111.55,2,Обычные
14490.0,42,2,1273.47,0,Новые
14491.0,8,1,127.2,0,Новые
14492.0,66,10,1574.36,1,Лояльные
14493.0,26,7,2673.21,1,Лояльные
14494.0,37,2,261.9,0,Новые
14495.0,283,2,42.5,3,Группа риска
14496.0,9,9,2107.07,1,Лояльные
14497.0,309,1,221.69,3,Группа риска
14498.0,37,5,1953.95,2,Обычные
14499.0,10,7,1305.3,2,Обычные
14506.0,5,3,1278.5,2,Обычные
14507.0,10,7,1804.31,1,Лояльные
14508.0,12,4,579.67,0,Новые
14509.0,170,1,110.95,3,Группа риска
14510.0,11,4,991.98,2,Обычные
14512.0,19,5,948.19,2,Обычные
14513.0,72,3,332.42,0,Новые
14514.0,72,7,3539.38,1,Лояльные
14515.0,23,9,1616.81,1,Лояльные
14516.0,152,1,163.92,3,Группа риска
14519.0,319,2,206.09,3,Группа риска
14521.0,113,2,167.65,0,Новые
14522.0,231,4,784.08,3,Группа риска
14524.0,45,4,1066.03,2,Обычные
14526.0,25,1,262.4,0,Новые
14530.0,32,13,3151.24,1,Лояльные
14531.0,115,1,376.34,0,Новые
14532.0,47,8,2913.58,1,Лояльные
14533.0,43,6,1372.5,2,Обычные
14534.0,33,13,1711.07,1,Лояльные
14535.0,31,7,3031.54,1,Лояльные
14537.0,242,2,279.89,3,Группа риска
14538.0,166,3,982.59,3,Группа риска
14540.0,15,9,2789.18,1,Лояльные
14541.0,52,6,1038.03,2,Обычные
14544.0,106,1,957.98,0,Новые
14545.0,310,1,349.25,3,Группа риска
14546.0,12,11,2514.01,1,Лояльные
14548.0,120,7,1974.69,1,Лояльные
14549.0,56,3,627.3100000000001,0,Новые
14550.0,24,2,587.69,0,Новые
14551.0,45,7,672.36,2,Обычные
14552.0,16,2,346.21,0,Новые
14553.0,47,5,956.77,2,Обычные
14555.0,17,5,1982.34,2,Обычные
14556.0,232,3,835.34,3,Группа риска
14558.0,289,5,614.1,3,Группа риска
14559.0,26,1,75.6,0,Новые
14562.0,26,8,1654.63,1,Лояльные
14563.0,145,2,679.44,0,Новые
14564.0,63,5,2519.32,1,Лояльные
14565.0,109,1,760.1,0,Новые
14566.0,53,3,2660.0,2,Обычные
14568.0,60,2,909.5,0,Новые
14569.0,88,3,371.59,0,Новые
14570.0,79,1,395.69,0,Новые
14571.0,61,1,161.65,0,Новые
14572.0,53,5,2769.59,1,Лояльные
14573.0,8,5,968.0,2,Обычные
14574.0,368,1,143.70000000000002,3,Группа риска
14575.0,124,1,460.71,0,Новые
14576.0,8,1,35.400000000000006,0,Новые
14577.0,30,3,514.54,0,Новые
14579.0,68,1,105.56,0,Новые
